Date, Open, High, Low, Close
06/16/22, 3728.18, 3728.18, 3639.77, 3666.77
06/15/22, 3764.05, 3837.56, 3722.30, 3789.99
06/14/22, 3763.52, 3778.18, 3705.68, 3735.48
06/13/22, 3838.15, 3838.15, 3734.30, 3749.63
06/10/22, 3974.39, 3974.39, 3900.16, 3900.86
06/09/22, 4101.65, 4119.10, 4017.17, 4017.82
06/08/22, 4147.12, 4160.14, 4107.20, 4115.77
06/07/22, 4096.47, 4164.86, 4080.19, 4160.68
06/06/22, 4134.72, 4168.78, 4109.18, 4121.43
06/03/22, 4137.57, 4142.67, 4098.67, 4108.54
06/02/22, 4095.41, 4177.51, 4074.37, 4176.82
06/01/22, 4149.78, 4166.54, 4073.85, 4101.23
05/31/22, 4151.09, 4168.34, 4104.88, 4132.15
05/27/22, 4077.25, 4158.49, 4077.43, 4158.24
05/26/22, 3984.60, 4075.14, 3984.60, 4057.84
05/25/22, 3929.59, 3999.33, 3925.03, 3978.73
05/24/22, 3942.94, 3955.68, 3875.13, 3941.48
05/23/22, 3919.42, 3981.88, 3909.04, 3973.75
05/20/22, 3927.76, 3943.42, 3810.32, 3901.36
05/19/22, 3899.00, 3945.96, 3876.58, 3900.79
05/18/22, 4051.98, 4051.98, 3911.91, 3923.68
05/17/22, 4052.00, 4090.72, 4033.93, 4088.85
05/16/22, 4013.02, 4046.46, 3983.99, 4008.01
05/13/22, 3963.90, 4038.88, 3963.90, 4023.89
05/12/22, 3903.95, 3964.80, 3858.87, 3930.08
05/11/22, 3990.08, 4049.09, 3928.82, 3935.18
05/10/22, 4035.18, 4068.82, 3958.17, 4001.05
05/09/22, 4081.27, 4081.27, 3975.48, 3991.24
05/06/22, 4128.17, 4157.69, 4067.91, 4123.34
05/05/22, 4270.43, 4270.43, 4106.01, 4146.87
05/04/22, 4181.18, 4307.66, 4148.91, 4300.17
05/03/22, 4159.78, 4200.10, 4147.08, 4175.48
05/02/22, 4130.61, 4169.81, 4062.51, 4155.38
04/29/22, 4253.75, 4269.68, 4124.28, 4131.93
04/28/22, 4222.58, 4308.45, 4188.63, 4287.50
04/27/22, 4186.52, 4240.71, 4162.90, 4183.96
04/26/22, 4278.14, 4278.14, 4175.04, 4175.20
04/25/22, 4255.34, 4299.02, 4200.82, 4296.12
04/22/22, 4385.83, 4385.83, 4267.62, 4271.78
04/21/22, 4489.17, 4512.94, 4384.47, 4393.66
04/20/22, 4472.26, 4488.29, 4448.76, 4459.45
04/19/22, 4390.63, 4471.03, 4390.63, 4462.21
04/18/22, 4385.63, 4410.31, 4370.30, 4391.69
04/14/22, 4449.12, 4460.46, 4390.77, 4392.59
04/13/22, 4394.30, 4453.92, 4392.70, 4446.59
04/12/22, 4437.59, 4471.00, 4381.34, 4397.45
04/11/22, 4462.64, 4464.35, 4408.38, 4412.53
04/08/22, 4494.15, 4520.41, 4474.60, 4488.28
04/07/22, 4474.65, 4521.16, 4450.30, 4500.21
04/06/22, 4494.17, 4503.94, 4450.04, 4481.15
04/05/22, 4572.45, 4593.45, 4514.17, 4525.12
04/04/22, 4547.97, 4583.50, 4539.21, 4582.64
04/01/22, 4540.32, 4548.70, 4507.57, 4545.86
03/31/22, 4599.02, 4603.07, 4530.41, 4530.41
03/30/22, 4624.20, 4627.77, 4581.32, 4602.45
03/29/22, 4602.86, 4637.30, 4589.66, 4631.60
03/28/22, 4541.09, 4575.65, 4517.69, 4575.52
03/25/22, 4522.91, 4546.03, 4501.07, 4543.06
03/24/22, 4469.98, 4520.58, 4465.17, 4520.16
03/23/22, 4493.10, 4501.07, 4455.81, 4456.24
03/22/22, 4469.10, 4522.00, 4469.10, 4511.61
03/21/22, 4462.40, 4481.75, 4424.30, 4461.18
03/18/22, 4407.34, 4465.40, 4390.57, 4463.12
03/17/22, 4345.11, 4412.67, 4335.65, 4411.67
03/16/22, 4288.14, 4358.90, 4251.99, 4357.86
03/15/22, 4188.82, 4271.05, 4187.90, 4262.45
03/14/22, 4202.75, 4247.57, 4161.72, 4173.11
03/11/22, 4279.50, 4291.01, 4200.49, 4204.31
03/10/22, 4252.55, 4268.28, 4209.80, 4259.52
03/09/22, 4223.10, 4299.40, 4223.10, 4277.88
03/08/22, 4202.66, 4276.94, 4157.87, 4170.70
03/07/22, 4327.01, 4327.01, 4199.85, 4201.09
03/04/22, 4342.12, 4342.12, 4284.98, 4328.87
03/03/22, 4401.31, 4416.78, 4345.56, 4363.49
03/02/22, 4322.56, 4401.48, 4322.56, 4386.54
03/01/22, 4363.14, 4378.45, 4279.54, 4306.26
02/28/22, 4354.17, 4388.84, 4315.12, 4373.94
02/25/22, 4298.38, 4385.34, 4286.83, 4384.65
02/24/22, 4155.77, 4294.73, 4114.65, 4288.70
02/23/22, 4324.93, 4341.51, 4221.51, 4225.50
02/22/22, 4332.74, 4362.12, 4267.11, 4304.76
02/18/22, 4384.57, 4394.60, 4327.22, 4348.87
02/17/22, 4456.06, 4456.06, 4373.81, 4380.26
02/16/22, 4455.75, 4489.55, 4429.68, 4475.01
02/15/22, 4429.28, 4472.77, 4429.28, 4471.07
02/14/22, 4412.61, 4426.22, 4364.84, 4401.67
02/11/22, 4506.27, 4526.33, 4401.41, 4418.64
02/10/22, 4553.24, 4588.92, 4484.31, 4504.08
02/09/22, 4547.00, 4590.03, 4547.00, 4587.18
02/08/22, 4480.02, 4531.32, 4465.40, 4521.54
02/07/22, 4505.75, 4521.86, 4471.47, 4483.87
02/04/22, 4482.79, 4539.66, 4451.50, 4500.53
02/03/22, 4535.41, 4542.88, 4470.39, 4477.44
02/02/22, 4566.39, 4595.31, 4544.32, 4589.38
02/01/22, 4519.57, 4550.49, 4483.53, 4546.54
01/31/22, 4431.79, 4516.89, 4414.02, 4515.55
01/28/22, 4336.19, 4432.72, 4292.46, 4431.85
01/27/22, 4380.58, 4428.74, 4309.50, 4326.51
01/26/22, 4408.43, 4453.23, 4304.80, 4349.93
01/25/22, 4366.64, 4411.01, 4287.11, 4356.45
01/24/22, 4356.32, 4417.35, 4222.62, 4410.13
01/21/22, 4471.38, 4494.52, 4395.34, 4397.94
01/20/22, 4547.35, 4602.11, 4477.95, 4482.73
01/19/22, 4588.03, 4611.55, 4530.20, 4532.76
01/18/22, 4632.24, 4632.24, 4568.70, 4577.11
01/14/22, 4637.99, 4665.13, 4614.75, 4662.85
01/13/22, 4733.56, 4744.13, 4650.29, 4659.03
01/12/22, 4728.59, 4748.83, 4706.71, 4726.35
01/11/22, 4669.14, 4714.13, 4638.27, 4713.07
01/10/22, 4655.34, 4673.02, 4582.24, 4670.29
01/07/22, 4697.66, 4707.95, 4662.74, 4677.03
01/06/22, 4693.39, 4725.01, 4671.26, 4696.05
01/05/22, 4787.99, 4797.70, 4699.44, 4700.58
01/04/22, 4804.51, 4818.62, 4774.27, 4793.54
01/03/22, 4778.14, 4796.64, 4758.17, 4796.56
12/31/21, 4775.21, 4786.83, 4765.75, 4766.18
12/30/21, 4794.23, 4808.93, 4775.33, 4778.73
12/29/21, 4788.64, 4804.06, 4778.08, 4793.06
12/28/21, 4795.49, 4807.02, 4780.04, 4786.35
12/27/21, 4733.99, 4791.49, 4733.99, 4791.19
12/23/21, 4703.96, 4740.74, 4703.96, 4725.79
12/22/21, 4650.36, 4697.67, 4645.53, 4696.56
12/21/21, 4594.96, 4651.14, 4583.16, 4649.23
12/20/21, 4587.90, 4587.90, 4531.10, 4568.02
12/17/21, 4652.50, 4666.70, 4600.22, 4620.64
12/16/21, 4719.13, 4731.99, 4651.89, 4668.67
12/15/21, 4636.46, 4712.60, 4611.22, 4709.85
12/14/21, 4642.99, 4660.47, 4606.52, 4634.09
12/13/21, 4710.30, 4710.30, 4667.60, 4668.97
12/10/21, 4687.64, 4713.57, 4670.24, 4712.02
12/09/21, 4691.00, 4695.26, 4665.98, 4667.45
12/08/21, 4690.86, 4705.06, 4674.52, 4701.21
12/07/21, 4631.97, 4694.04, 4631.97, 4686.75
12/06/21, 4548.37, 4612.60, 4540.51, 4591.67
12/03/21, 4589.49, 4608.03, 4495.12, 4538.43
12/02/21, 4504.73, 4595.46, 4504.73, 4577.10
12/01/21, 4602.82, 4652.94, 4510.27, 4513.04
11/30/21, 4640.25, 4646.02, 4560.00, 4567.00
11/29/21, 4628.75, 4672.95, 4625.26, 4655.27
11/26/21, 4664.63, 4664.63, 4585.43, 4594.62
11/24/21, 4675.78, 4702.87, 4659.89, 4701.46
11/23/21, 4678.48, 4699.39, 4652.66, 4690.70
11/22/21, 4712.00, 4743.83, 4682.17, 4682.94
11/19/21, 4708.44, 4717.75, 4694.22, 4697.96
11/18/21, 4700.72, 4708.80, 4672.78, 4704.54
11/17/21, 4701.50, 4701.50, 4684.41, 4688.67
11/16/21, 4679.42, 4714.95, 4679.42, 4700.90
11/15/21, 4689.30, 4697.42, 4672.86, 4682.80
11/12/21, 4655.24, 4688.47, 4650.77, 4682.85
11/11/21, 4659.39, 4664.55, 4648.31, 4649.27
11/10/21, 4670.26, 4684.85, 4630.86, 4646.71
11/09/21, 4707.25, 4708.53, 4670.87, 4685.25
11/08/21, 4701.48, 4714.92, 4694.39, 4701.70
11/05/21, 4699.26, 4718.50, 4681.32, 4697.53
11/04/21, 4662.93, 4683.00, 4662.59, 4680.06
11/03/21, 4630.65, 4663.46, 4621.19, 4660.57
11/02/21, 4613.34, 4635.15, 4613.34, 4630.65
11/01/21, 4610.62, 4620.34, 4595.06, 4613.67
10/29/21, 4572.87, 4608.08, 4567.59, 4605.38
10/28/21, 4562.84, 4597.55, 4562.84, 4596.42
10/27/21, 4580.22, 4584.57, 4551.66, 4551.68
10/26/21, 4578.69, 4598.53, 4569.17, 4574.79
10/25/21, 4553.69, 4572.62, 4537.36, 4566.48
10/22/21, 4546.12, 4559.67, 4524.00, 4544.90
10/21/21, 4532.24, 4551.44, 4526.89, 4549.78
10/20/21, 4524.42, 4540.87, 4524.40, 4536.19
10/19/21, 4497.34, 4520.40, 4496.41, 4519.63
10/18/21, 4463.72, 4488.75, 4447.47, 4486.46
10/15/21, 4447.69, 4475.82, 4447.69, 4471.37
10/14/21, 4386.75, 4439.73, 4386.75, 4438.26
10/13/21, 4358.01, 4372.87, 4329.92, 4363.80
10/12/21, 4368.31, 4374.89, 4342.09, 4350.65
10/11/21, 4385.44, 4415.88, 4360.59, 4361.19
10/08/21, 4406.51, 4412.02, 4386.22, 4391.34
10/07/21, 4383.73, 4429.97, 4383.73, 4399.76
10/06/21, 4319.57, 4365.57, 4290.49, 4363.55
10/05/21, 4309.87, 4369.23, 4309.87, 4345.72
10/04/21, 4348.84, 4355.51, 4278.94, 4300.46
10/01/21, 4317.16, 4375.19, 4288.52, 4357.04
09/30/21, 4370.67, 4382.55, 4306.24, 4307.54
09/29/21, 4362.41, 4385.57, 4355.08, 4359.46
09/28/21, 4419.54, 4419.54, 4346.33, 4352.63
09/27/21, 4442.12, 4457.30, 4436.19, 4443.11
09/24/21, 4438.04, 4463.12, 4430.27, 4455.48
09/23/21, 4406.75, 4465.40, 4406.75, 4448.98
09/22/21, 4367.43, 4416.75, 4367.43, 4395.64
09/21/21, 4374.45, 4394.87, 4347.96, 4354.19
09/20/21, 4402.95, 4402.95, 4305.91, 4357.73
09/17/21, 4469.74, 4471.52, 4427.76, 4432.99
09/16/21, 4477.09, 4485.87, 4443.80, 4473.75
09/15/21, 4447.49, 4486.87, 4438.37, 4480.70
09/14/21, 4479.33, 4485.68, 4435.46, 4443.05
09/13/21, 4474.81, 4492.99, 4445.70, 4468.73
09/10/21, 4506.92, 4520.47, 4457.66, 4458.58
09/09/21, 4513.02, 4529.90, 4492.07, 4493.28
09/08/21, 4518.09, 4521.79, 4493.95, 4514.07
09/07/21, 4535.38, 4535.38, 4513.00, 4520.03
09/03/21, 4532.42, 4541.45, 4521.30, 4535.43
09/02/21, 4534.48, 4545.85, 4524.66, 4536.95
09/01/21, 4528.80, 4537.11, 4522.02, 4524.09
08/31/21, 4529.75, 4531.39, 4515.80, 4522.68
08/30/21, 4513.76, 4537.36, 4513.76, 4528.79
08/27/21, 4474.10, 4513.33, 4474.10, 4509.37
08/26/21, 4493.75, 4495.90, 4468.99, 4470.00
08/25/21, 4490.45, 4501.71, 4485.66, 4496.19
08/24/21, 4484.40, 4492.81, 4482.28, 4486.23
08/23/21, 4450.29, 4489.88, 4450.29, 4479.53
08/20/21, 4410.56, 4444.35, 4406.80, 4441.67
08/19/21, 4382.44, 4418.61, 4367.73, 4405.80
08/18/21, 4440.94, 4454.32, 4397.59, 4400.27
08/17/21, 4462.12, 4462.12, 4417.83, 4448.08
08/16/21, 4461.65, 4480.26, 4437.66, 4479.71
08/13/21, 4464.84, 4468.37, 4460.82, 4468.00
08/12/21, 4446.08, 4461.77, 4435.96, 4460.83
08/11/21, 4442.18, 4449.44, 4436.42, 4447.70
08/10/21, 4435.79, 4445.21, 4430.03, 4436.75
08/09/21, 4437.77, 4439.39, 4424.74, 4432.35
08/06/21, 4429.07, 4440.82, 4429.07, 4436.52
08/05/21, 4408.86, 4429.76, 4408.86, 4429.10
08/04/21, 4415.95, 4416.17, 4400.23, 4402.66
08/03/21, 4392.74, 4423.79, 4373.00, 4423.15
08/02/21, 4406.86, 4422.18, 4384.81, 4387.16
07/30/21, 4395.12, 4412.25, 4389.65, 4395.26
07/29/21, 4403.59, 4429.97, 4403.59, 4419.15
07/28/21, 4402.95, 4415.47, 4387.01, 4400.64
07/27/21, 4416.38, 4416.38, 4372.51, 4401.46
07/26/21, 4409.58, 4422.73, 4405.45, 4422.30
07/23/21, 4381.20, 4415.18, 4381.20, 4411.79
07/22/21, 4361.27, 4369.87, 4350.06, 4367.48
07/21/21, 4331.13, 4359.70, 4331.13, 4358.69
07/20/21, 4265.11, 4336.84, 4262.05, 4323.06
07/19/21, 4296.40, 4296.40, 4233.13, 4258.49
07/16/21, 4367.43, 4375.09, 4322.53, 4327.16
07/15/21, 4369.02, 4369.02, 4340.70, 4360.03
07/14/21, 4380.11, 4393.68, 4362.36, 4374.30
07/13/21, 4381.07, 4392.37, 4366.92, 4369.21
07/12/21, 4372.41, 4386.68, 4364.03, 4384.63
07/09/21, 4329.38, 4371.60, 4329.38, 4369.55
07/08/21, 4321.07, 4330.88, 4289.37, 4320.82
07/07/21, 4351.01, 4361.88, 4329.79, 4358.13
07/06/21, 4356.46, 4356.46, 4314.37, 4343.54
07/02/21, 4326.60, 4355.43, 4326.60, 4352.34
07/01/21, 4300.73, 4320.66, 4300.73, 4319.94
06/30/21, 4290.65, 4302.43, 4287.96, 4297.50
06/29/21, 4293.21, 4300.52, 4287.04, 4291.80
06/28/21, 4284.90, 4292.14, 4274.67, 4290.61
06/25/21, 4274.45, 4286.12, 4271.16, 4280.70
06/24/21, 4256.97, 4271.28, 4256.97, 4266.49
06/23/21, 4249.27, 4256.60, 4241.43, 4241.84
06/22/21, 4224.61, 4255.84, 4217.27, 4246.44
06/21/21, 4173.40, 4226.24, 4173.40, 4224.79
06/18/21, 4204.78, 4204.78, 4164.40, 4166.45
06/17/21, 4220.37, 4232.29, 4196.05, 4221.86
06/16/21, 4248.87, 4251.89, 4202.45, 4223.70
06/15/21, 4255.28, 4257.16, 4238.35, 4246.59
06/14/21, 4248.31, 4255.59, 4234.07, 4255.15
06/11/21, 4242.90, 4248.38, 4232.25, 4247.44
06/10/21, 4228.56, 4249.74, 4220.34, 4239.18
06/09/21, 4232.99, 4237.09, 4218.74, 4219.55
06/08/21, 4233.81, 4236.74, 4208.41, 4227.26
06/07/21, 4229.34, 4232.34, 4215.66, 4226.52
06/04/21, 4206.05, 4233.45, 4206.05, 4229.89
06/03/21, 4191.43, 4204.39, 4167.93, 4192.85
06/02/21, 4206.82, 4217.37, 4198.27, 4208.12
06/01/21, 4216.52, 4234.12, 4197.59, 4202.04
05/28/21, 4210.77, 4218.36, 4203.57, 4204.11
05/27/21, 4201.94, 4213.38, 4197.78, 4200.88
05/26/21, 4191.59, 4202.61, 4184.11, 4195.99
05/25/21, 4205.94, 4213.42, 4182.52, 4188.13
05/24/21, 4170.16, 4209.52, 4170.16, 4197.05
05/21/21, 4168.61, 4188.72, 4151.72, 4155.86
05/20/21, 4121.97, 4172.80, 4121.97, 4159.12
05/19/21, 4098.45, 4116.93, 4061.41, 4115.68
05/18/21, 4165.94, 4169.15, 4125.99, 4127.83
05/17/21, 4169.92, 4171.92, 4142.69, 4163.29
05/14/21, 4129.58, 4183.13, 4129.58, 4173.85
05/13/21, 4074.99, 4131.58, 4074.99, 4112.50
05/12/21, 4130.55, 4134.73, 4056.88, 4063.04
05/11/21, 4150.34, 4162.04, 4111.53, 4152.10
05/10/21, 4228.29, 4236.39, 4188.13, 4188.43
05/07/21, 4210.34, 4238.04, 4201.64, 4232.60
05/06/21, 4169.14, 4202.70, 4147.33, 4201.62
05/05/21, 4177.06, 4187.72, 4160.94, 4167.59
05/04/21, 4179.04, 4179.04, 4128.59, 4164.66
05/03/21, 4191.98, 4209.39, 4188.03, 4192.66
04/30/21, 4198.10, 4198.10, 4174.85, 4181.17
04/29/21, 4206.14, 4218.78, 4176.81, 4211.47
04/28/21, 4185.14, 4201.53, 4181.78, 4183.18
04/27/21, 4188.25, 4193.35, 4176.22, 4186.72
04/26/21, 4185.03, 4194.19, 4182.36, 4187.62
04/23/21, 4138.78, 4194.17, 4138.78, 4180.17
04/22/21, 4170.46, 4179.57, 4123.69, 4134.98
04/21/21, 4128.42, 4175.02, 4126.35, 4173.42
04/20/21, 4159.18, 4159.18, 4118.38, 4134.94
04/19/21, 4179.80, 4180.81, 4150.47, 4163.26
04/16/21, 4174.14, 4191.31, 4170.75, 4185.47
04/15/21, 4139.76, 4173.49, 4139.76, 4170.42
04/14/21, 4141.58, 4151.69, 4120.87, 4124.66
04/13/21, 4130.10, 4148.00, 4124.43, 4141.59
04/12/21, 4124.71, 4131.76, 4114.82, 4127.99
04/09/21, 4096.11, 4129.48, 4095.51, 4128.80
04/08/21, 4089.95, 4098.19, 4082.54, 4097.17
04/07/21, 4074.29, 4083.13, 4068.31, 4079.95
04/06/21, 4075.57, 4086.23, 4068.14, 4073.94
04/05/21, 4034.44, 4083.42, 4034.44, 4077.91
04/01/21, 3992.78, 4020.63, 3992.78, 4019.87
03/31/21, 3967.25, 3994.41, 3966.98, 3972.89
03/30/21, 3963.34, 3968.01, 3944.35, 3958.55
03/29/21, 3969.31, 3981.83, 3943.25, 3971.09
03/26/21, 3917.12, 3978.19, 3917.12, 3974.54
03/25/21, 3879.34, 3919.54, 3853.50, 3909.52
03/24/21, 3919.93, 3942.08, 3889.07, 3889.14
03/23/21, 3937.60, 3949.13, 3901.57, 3910.52
03/22/21, 3916.48, 3955.31, 3914.16, 3940.59
03/19/21, 3913.14, 3930.12, 3886.75, 3913.10
03/18/21, 3953.50, 3969.62, 3910.86, 3915.46
03/17/21, 3949.57, 3983.87, 3935.74, 3974.12
03/16/21, 3973.59, 3981.04, 3953.44, 3962.71
03/15/21, 3942.96, 3970.08, 3923.54, 3968.94
03/12/21, 3924.52, 3944.99, 3915.21, 3943.34
03/11/21, 3915.54, 3960.27, 3915.54, 3939.34
03/10/21, 3891.99, 3917.35, 3885.73, 3898.81
03/09/21, 3851.93, 3903.76, 3851.93, 3875.44
03/08/21, 3844.39, 3881.06, 3819.25, 3821.35
03/05/21, 3793.58, 3851.69, 3730.19, 3841.94
03/04/21, 3818.53, 3843.67, 3723.34, 3768.47
03/03/21, 3863.99, 3874.47, 3818.86, 3819.72
03/02/21, 3903.64, 3906.41, 3868.57, 3870.29
03/01/21, 3842.51, 3914.50, 3842.51, 3901.82
02/26/21, 3839.66, 3861.08, 3789.54, 3811.15
02/25/21, 3915.80, 3925.02, 3814.04, 3829.34
02/24/21, 3873.71, 3928.65, 3859.60, 3925.43
02/23/21, 3857.07, 3895.98, 3805.59, 3881.37
02/22/21, 3885.55, 3902.92, 3874.71, 3876.50
02/19/21, 3921.16, 3930.41, 3903.07, 3906.71
02/18/21, 3915.86, 3921.98, 3885.03, 3913.97
02/17/21, 3918.50, 3933.61, 3900.43, 3931.33
02/16/21, 3939.61, 3950.43, 3923.85, 3932.59
02/12/21, 3911.65, 3937.23, 3905.78, 3934.83
02/11/21, 3916.40, 3925.99, 3890.39, 3916.38
02/10/21, 3920.78, 3931.50, 3884.94, 3909.88
02/09/21, 3910.49, 3918.35, 3902.64, 3911.23
02/08/21, 3892.59, 3915.77, 3892.59, 3915.59
02/05/21, 3878.30, 3894.56, 3874.93, 3886.83
02/04/21, 3836.66, 3872.42, 3836.66, 3871.74
02/03/21, 3840.27, 3847.51, 3816.68, 3830.17
02/02/21, 3791.84, 3843.09, 3791.84, 3826.31
02/01/21, 3731.17, 3784.32, 3725.62, 3773.86
01/29/21, 3778.05, 3778.05, 3694.12, 3714.24
01/28/21, 3755.75, 3830.50, 3755.75, 3787.38
01/27/21, 3836.83, 3836.83, 3732.48, 3750.77
01/26/21, 3862.96, 3870.90, 3847.78, 3849.62
01/25/21, 3851.68, 3859.23, 3797.16, 3855.36
01/22/21, 3844.24, 3852.31, 3830.41, 3841.47
01/21/21, 3857.46, 3861.45, 3845.05, 3853.07
01/20/21, 3816.22, 3859.75, 3816.22, 3851.85
01/19/21, 3781.88, 3804.53, 3780.37, 3798.91
01/15/21, 3788.73, 3788.73, 3749.62, 3768.25
01/14/21, 3814.98, 3823.60, 3792.86, 3795.54
01/13/21, 3802.23, 3820.96, 3791.50, 3809.84
01/12/21, 3801.62, 3810.78, 3776.51, 3801.19
01/11/21, 3803.14, 3817.86, 3789.02, 3799.61
01/08/21, 3815.05, 3826.69, 3783.60, 3824.68
01/07/21, 3764.71, 3811.55, 3764.71, 3803.79
01/06/21, 3712.20, 3783.04, 3705.34, 3748.14
01/05/21, 3698.02, 3737.83, 3695.07, 3726.86
01/04/21, 3764.61, 3769.99, 3662.71, 3700.65
12/31/20, 3733.27, 3760.20, 3726.88, 3756.07
12/30/20, 3736.19, 3744.63, 3730.21, 3732.04
12/29/20, 3750.01, 3756.12, 3723.31, 3727.04
12/28/20, 3723.03, 3740.51, 3723.03, 3735.36
12/24/20, 3694.03, 3703.82, 3689.32, 3703.06
