set,n_days,total_pnl,max_drawdown,volatility_annualized,sharpe_ratio
strategy_train,410,0.11298961267493737,-0.17102427997802616,0.15606384125826042,0.4449927258742062
strategy_test,275,0.13971213130021984,-0.0782661917523588,0.08436698027007407,1.517502656519708
sp500_train,410,0.06776175301320275,-0.14101425029842807,0.14693219814579134,0.2834551428717187
sp500_test,275,0.1719650023921021,-0.07997760319168401,0.08227038439794294,1.9154216437968687
